GEO_ID,NAME,POPULATION
38053,"McKenzie County, North Dakota",6360
13083,"Dade County, Georgia",16633
17109,"McDonough County, Illinois",32612
13255,"Spalding County, Georgia",64073
8073,"Lincoln County, Colorado",5467
26113,"Missaukee County, Michigan",14849
1033,"Colbert County, Alabama",54428
39175,"Wyandot County, Ohio",22615
40041,"Delaware County, Oklahoma",41487
16063,"Lincoln County, Idaho",5208
26069,"Iosco County, Michigan",25887
39005,"Ashland County, Ohio",53139
36053,"Madison County, New York",73442
29081,"Harrison County, Missouri",8957
72025,"Caguas Municipio, Puerto Rico",142893
39119,"Muskingum County, Ohio",86074
22031,"De Soto Parish, Louisiana",26656
6075,"San Francisco County, California",805235
29101,"Johnson County, Missouri",52595
48455,"Trinity County, Texas",14585
17019,"Champaign County, Illinois",201081
6111,"Ventura County, California",823318
20001,"Allen County, Kansas",13371
21153,"Magoffin County, Kentucky",13333
5023,"Cleburne County, Arkansas",25970
49005,"Cache County, Utah",112656
17097,"Lake County, Illinois",703462
13167,"Johnson County, Georgia",9980
5091,"Miller County, Arkansas",43462
48033,"Borden County, Texas",641
31047,"Dawson County, Nebraska",24326
56039,"Teton County, Wyoming",21294
12017,"Citrus County, Florida",141236
20055,"Finney County, Kansas",36776
17003,"Alexander County, Illinois",8238
19111,"Lee County, Iowa",35862
19169,"Story County, Iowa",89542
26135,"Oscoda County, Michigan",8640
17197,"Will County, Illinois",677560
48139,"Ellis County, Texas",149610
27079,"Le Sueur County, Minnesota",27703
13021,"Bibb County, Georgia",155547
29171,"Putnam County, Missouri",4979
48279,"Lamb County, Texas",13977
31103,"Keya Paha County, Nebraska",824
6069,"San Benito County, California",55269
47085,"Humphreys County, Tennessee",18538
72003,"Aguada Municipio, Puerto Rico",41959
28121,"Rankin County, Mississippi",141617
33011,"Hillsborough County, New Hampshire",400721
2230,"Skagway Municipality, Alaska",968
20169,"Saline County, Kansas",55606
13311,"White County, Georgia",27144
16015,"Boise County, Idaho",7028
5063,"Independence County, Arkansas",36647
38033,"Golden Valley County, North Dakota",1680
19179,"Wapello County, Iowa",35625
20201,"Washington County, Kansas",5799
21165,"Menifee County, Kentucky",6306
48045,"Briscoe County, Texas",1637
47145,"Roane County, Tennessee",54181
21205,"Rowan County, Kentucky",23333
29083,"Henry County, Missouri",22272
51177,"Spotsylvania County, Virginia",122397
2050,"Bethel Census Area, Alaska",17013
17009,"Brown County, Illinois",6937
12079,"Madison County, Florida",19224
51067,"Franklin County, Virginia",56159
46019,"Butte County, South Dakota",10110
38103,"Wells County, North Dakota",4207
19053,"Decatur County, Iowa",8457
21155,"Marion County, Kentucky",19820
29089,"Howard County, Missouri",10144
21099,"Hart County, Kentucky",18199
30101,"Toole County, Montana",5324
46037,"Day County, South Dakota",5710
13053,"Chattahoochee County, Georgia",11267
37127,"Nash County, North Carolina",95840
37141,"Pender County, North Carolina",52217
72085,"Las Piedras Municipio, Puerto Rico",38675
46033,"Custer County, South Dakota",8216
26141,"Presque Isle County, Michigan",13376
28027,"Coahoma County, Mississippi",26151
37029,"Camden County, North Carolina",9980
13281,"Towns County, Georgia",10471
38037,"Grant County, North Dakota",2394
29109,"Lawrence County, Missouri",38634
37169,"Stokes County, North Carolina",47401
4013,"Maricopa County, Arizona",3817117
37019,"Brunswick County, North Carolina",107431
20091,"Johnson County, Kansas",544179
39071,"Highland County, Ohio",43589
6037,"Los Angeles County, California",9818605
48249,"Jim Wells County, Texas",40838
31099,"Kearney County, Nebraska",6489
46049,"Faulk County, South Dakota",2364
36115,"Washington County, New York",63216
54097,"Upshur County, West Virginia",24254
47091,"Johnson County, Tennessee",18244
36021,"Columbia County, New York",63096
8051,"Gunnison County, Colorado",15324
5035,"Crittenden County, Arkansas",50902
51139,"Page County, Virginia",24042
27149,"Stevens County, Minnesota",9726
29099,"Jefferson County, Missouri",218733
22025,"Catahoula Parish, Louisiana",10407
27103,"Nicollet County, Minnesota",32727
47119,"Maury County, Tennessee",80956
13127,"Glynn County, Georgia",79626
19101,"Jefferson County, Iowa",16843
40053,"Grant County, Oklahoma",4527
19029,"Cass County, Iowa",13956
8099,"Prowers County, Colorado",12551
24045,"Wicomico County, Maryland",98733
21111,"Jefferson County, Kentucky",741096
51115,"Mathews County, Virginia",8978
8041,"El Paso County, Colorado",622263
6103,"Tehama County, California",63463
48159,"Franklin County, Texas",10605
31121,"Merrick County, Nebraska",7845
17151,"Pope County, Illinois",4470
39129,"Pickaway County, Ohio",55698
54105,"Wirt County, West Virginia",5717
12091,"Okaloosa County, Florida",180822
21151,"Madison County, Kentucky",82916
1133,"Winston County, Alabama",24484
37115,"Madison County, North Carolina",20764
29187,"St. Francois County, Missouri",65359
54047,"McDowell County, West Virginia",22113
37107,"Lenoir County, North Carolina",59495
31085,"Hayes County, Nebraska",967
31177,"Washington County, Nebraska",20234
1077,"Lauderdale County, Alabama",92709
55123,"Vernon County, Wisconsin",29773
19087,"Henry County, Iowa",20145
40025,"Cimarron County, Oklahoma",2475
13159,"Jasper County, Georgia",13900
50013,"Grand Isle County, Vermont",6970
51131,"Northampton County, Virginia",12389
47167,"Tipton County, Tennessee",61081
28013,"Calhoun County, Mississippi",14962
26057,"Gratiot County, Michigan",42476
20167,"Russell County, Kansas",6970
48441,"Taylor County, Texas",131506
47073,"Hawkins County, Tennessee",56833
19015,"Boone County, Iowa",26306
20125,"Montgomery County, Kansas",35471
1083,"Limestone County, Alabama",82782
54075,"Pocahontas County, West Virginia",8719
35027,"Lincoln County, New Mexico",20497
49049,"Utah County, Utah",516564
27073,"Lac qui Parle County, Minnesota",7259
2275,"Wrangell City and Borough, Alaska",2369
27101,"Murray County, Minnesota",8725
1107,"Pickens County, Alabama",19746
17165,"Saline County, Illinois",24913
48117,"Deaf Smith County, Texas",19372
39121,"Noble County, Ohio",14645
38007,"Billings County, North Dakota",783
54063,"Monroe County, West Virginia",13502
35047,"San Miguel County, New Mexico",29393
18021,"Clay County, Indiana",26890
22115,"Vernon Parish, Louisiana",52334
27139,"Scott County, Minnesota",129928
26011,"Arenac County, Michigan",15899
31185,"York County, Nebraska",13665
2100,"Haines Borough, Alaska",2508
48437,"Swisher County, Texas",7854
13139,"Hall County, Georgia",179684
29031,"Cape Girardeau County, Missouri",75674
5099,"Nevada County, Arkansas",8997
54045,"Logan County, West Virginia",36743
40149,"Washita County, Oklahoma",11629
72039,"Ciales Municipio, Puerto Rico",18782
53065,"Stevens County, Washington",43531
18011,"Boone County, Indiana",56640
49029,"Morgan County, Utah",9469
21033,"Caldwell County, Kentucky",12984
46045,"Edmunds County, South Dakota",4071
31163,"Sherman County, Nebraska",3152
16057,"Latah County, Idaho",37244
48153,"Floyd County, Texas",6446
37123,"Montgomery County, North Carolina",27798
16051,"Jefferson County, Idaho",26140
48099,"Coryell County, Texas",75388
20067,"Grant County, Kansas",7829
20021,"Cherokee County, Kansas",21603
47061,"Grundy County, Tennessee",13703
13075,"Cook County, Georgia",17212
30013,"Cascade County, Montana",81327
47079,"Henry County, Tennessee",32330
53043,"Lincoln County, Washington",10570
41015,"Curry County, Oregon",22364
34003,"Bergen County, New Jersey",905116
21173,"Montgomery County, Kentucky",26499
51580,"Covington city, Virginia",5961
13309,"Wheeler County, Georgia",7421
28091,"Marion County, Mississippi",27088
18075,"Jay County, Indiana",21253
51087,"Henrico County, Virginia",306935
13029,"Bryan County, Georgia",30233
48027,"Bell County, Texas",310235
37145,"Person County, North Carolina",39464
37099,"Jackson County, North Carolina",40271
6045,"Mendocino County, California",87841
28157,"Wilkinson County, Mississippi",9878
53021,"Franklin County, Washington",78163
29003,"Andrew County, Missouri",17291
51720,"Norton city, Virginia",3958
48179,"Gray County, Texas",22535
48095,"Concho County, Texas",4087
21071,"Floyd County, Kentucky",39451
25011,"Franklin County, Massachusetts",71372
6025,"Imperial County, California",174528
1045,"Dale County, Alabama",50251
13033,"Burke County, Georgia",23316
6021,"Glenn County, California",28122
22071,"Orleans Parish, Louisiana",343829
48037,"Bowie County, Texas",92565
30055,"McCone County, Montana",1734
1061,"Geneva County, Alabama",26790
1079,"Lawrence County, Alabama",34339
29189,"St. Louis County, Missouri",998954
21141,"Logan County, Kentucky",26835
54013,"Calhoun County, West Virginia",7627
38081,"Sargent County, North Dakota",3829
27017,"Carlton County, Minnesota",35386
22043,"Grant Parish, Louisiana",22309
12105,"Polk County, Florida",602095
5015,"Carroll County, Arkansas",27446
41005,"Clackamas County, Oregon",375992
22005,"Ascension Parish, Louisiana",107215
16049,"Idaho County, Idaho",16267
8003,"Alamosa County, Colorado",15445
22069,"Natchitoches Parish, Louisiana",39566
51550,"Chesapeake city, Virginia",222209
46085,"Lyman County, South Dakota",3755
27001,"Aitkin County, Minnesota",16202
55073,"Marathon County, Wisconsin",134063
45017,"Calhoun County, South Carolina",15175
51810,"Virginia Beach city, Virginia",437994
53009,"Clallam County, Washington",71404
72035,"Cayey Municipio, Puerto Rico",48119
21197,"Powell County, Kentucky",12613
55065,"Lafayette County, Wisconsin",16836
20023,"Cheyenne County, Kansas",2726
13237,"Putnam County, Georgia",21218
19195,"Worth County, Iowa",7598
45027,"Clarendon County, South Carolina",34971
51013,"Arlington County, Virginia",207627
55127,"Walworth County, Wisconsin",102228
18067,"Howard County, Indiana",82752
27013,"Blue Earth County, Minnesota",64013
22127,"Winn Parish, Louisiana",15313
45029,"Colleton County, South Carolina",38892
72075,"Juana D?az Municipio, Puerto Rico",50747
54019,"Fayette County, West Virginia",46039
8015,"Chaffee County, Colorado",17809
13201,"Miller County, Georgia",6125
47053,"Gibson County, Tennessee",49683
5059,"Hot Spring County, Arkansas",32923
39099,"Mahoning County, Ohio",238823
20177,"Shawnee County, Kansas",177934
42111,"Somerset County, Pennsylvania",77742
45041,"Florence County, South Carolina",136885
1027,"Clay County, Alabama",13932
48405,"San Augustine County, Texas",8865
17111,"McHenry County, Illinois",308760
16055,"Kootenai County, Idaho",138494
5049,"Fulton County, Arkansas",12245
19113,"Linn County, Iowa",211226
36121,"Wyoming County, New York",42155
5027,"Columbia County, Arkansas",24552
30077,"Powell County, Montana",7027
22101,"St. Mary Parish, Louisiana",54650
48487,"Wilbarger County, Texas",13535
37023,"Burke County, North Carolina",90912
17119,"Madison County, Illinois",269282
56019,"Johnson County, Wyoming",8569
27135,"Roseau County, Minnesota",15629
48169,"Garza County, Texas",6461
53047,"Okanogan County, Washington",41120
48453,"Travis County, Texas",1024266
21209,"Scott County, Kentucky",47173
27081,"Lincoln County, Minnesota",5896
20181,"Sherman County, Kansas",6010
51183,"Sussex County, Virginia",12087
29009,"Barry County, Missouri",35597
20015,"Butler County, Kansas",65880
21113,"Jessamine County, Kentucky",48586
72055,"Gu?nica Municipio, Puerto Rico",19427
1085,"Lowndes County, Alabama",11299
19135,"Monroe County, Iowa",7970
48235,"Irion County, Texas",1599
13269,"Taylor County, Georgia",8906
48113,"Dallas County, Texas",2368139
51029,"Buckingham County, Virginia",17146
31157,"Scotts Bluff County, Nebraska",36970
35043,"Sandoval County, New Mexico",131561
20007,"Barber County, Kansas",4861
17117,"Macoupin County, Illinois",47765
55017,"Chippewa County, Wisconsin",62415
28113,"Pike County, Mississippi",40404
47137,"Pickett County, Tennessee",5077
49007,"Carbon County, Utah",21403
49027,"Millard County, Utah",12503
36123,"Yates County, New York",25348
21043,"Carter County, Kentucky",27720
28111,"Perry County, Mississippi",12250
17007,"Boone County, Illinois",54165
48389,"Reeves County, Texas",13783
48241,"Jasper County, Texas",35710
41053,"Polk County, Oregon",75403
54005,"Boone County, West Virginia",24629
37151,"Randolph County, North Carolina",141752
26017,"Bay County, Michigan",107771
26051,"Gladwin County, Michigan",25692
55077,"Marquette County, Wisconsin",15404
13267,"Tattnall County, Georgia",25520
16011,"Bingham County, Idaho",45607
21067,"Fayette County, Kentucky",295803
55039,"Fond du Lac County, Wisconsin",101633
12023,"Columbia County, Florida",67531
24035,"Queen Anne's County, Maryland",47798
40151,"Woods County, Oklahoma",8878
72011,"A?asco Municipio, Puerto Rico",29261
25005,"Bristol County, Massachusetts",548285
72101,"Morovis Municipio, Puerto Rico",32610
34029,"Ocean County, New Jersey",576567
36065,"Oneida County, New York",234878
26153,"Schoolcraft County, Michigan",8485
32005,"Douglas County, Nevada",46997
18063,"Hendricks County, Indiana",145448
27019,"Carver County, Minnesota",91042
39153,"Summit County, Ohio",541781
22119,"Webster Parish, Louisiana",41207
39027,"Clinton County, Ohio",42040
30065,"Musselshell County, Montana",4538
37087,"Haywood County, North Carolina",59036
38067,"Pembina County, North Dakota",7413
49023,"Juab County, Utah",10246
51197,"Wythe County, Virginia",29235
8117,"Summit County, Colorado",27994
45025,"Chesterfield County, South Carolina",46734
29197,"Schuyler County, Missouri",4431
17067,"Hancock County, Illinois",19104
31101,"Keith County, Nebraska",8368
47069,"Hardeman County, Tennessee",27253
54093,"Tucker County, West Virginia",7141
20013,"Brown County, Kansas",9984
1055,"Etowah County, Alabama",104430
24037,"St. Mary's County, Maryland",105151
48423,"Smith County, Texas",209714
30071,"Phillips County, Montana",4253
51590,"Danville city, Virginia",43055
72021,"Bayam?n Municipio, Puerto Rico",208116
28045,"Hancock County, Mississippi",43929
17161,"Rock Island County, Illinois",147546
48251,"Johnson County, Texas",150934
51155,"Pulaski County, Virginia",34872
12009,"Brevard County, Florida",543376
48379,"Rains County, Texas",10914
20121,"Miami County, Kansas",32787
51685,"Manassas Park city, Virginia",14273
72131,"San Sebasti?n Municipio, Puerto Rico",42430
19025,"Calhoun County, Iowa",9670
48261,"Kenedy County, Texas",416
31009,"Blaine County, Nebraska",478
19003,"Adams County, Iowa",4029
48167,"Galveston County, Texas",291309
55105,"Rock County, Wisconsin",160331
51595,"Emporia city, Virginia",5927
26039,"Crawford County, Michigan",14074
48255,"Karnes County, Texas",14824
8093,"Park County, Colorado",16206
4011,"Greenlee County, Arizona",8437
29135,"Moniteau County, Missouri",15607
26137,"Otsego County, Michigan",24164
26079,"Kalkaska County, Michigan",17153
27067,"Kandiyohi County, Minnesota",42239
20051,"Ellis County, Kansas",28452
36001,"Albany County, New York",304204
51175,"Southampton County, Virginia",18570
39101,"Marion County, Ohio",66501
13013,"Barrow County, Georgia",69367
13239,"Quitman County, Georgia",2513
31181,"Webster County, Nebraska",3812
29085,"Hickory County, Missouri",9627
16083,"Twin Falls County, Idaho",77230
26035,"Clare County, Michigan",30926
42059,"Greene County, Pennsylvania",38686
27083,"Lyon County, Minnesota",25857
16073,"Owyhee County, Idaho",11526
16031,"Cassia County, Idaho",22952
35055,"Taos County, New Mexico",32937
20097,"Kiowa County, Kansas",2553
29227,"Worth County, Missouri",2171
47107,"McMinn County, Tennessee",52266
56037,"Sweetwater County, Wyoming",43806
39065,"Hardin County, Ohio",32058
49001,"Beaver County, Utah",6629
8065,"Lake County, Colorado",7310
29119,"McDonald County, Missouri",23083
48295,"Lipscomb County, Texas",3302
40013,"Bryan County, Oklahoma",42416
48047,"Brooks County, Texas",7223
26159,"Van Buren County, Michigan",76258
27087,"Mahnomen County, Minnesota",5413
19055,"Delaware County, Iowa",17764
17101,"Lawrence County, Illinois",16833
72009,"Aibonito Municipio, Puerto Rico",25900
47027,"Clay County, Tennessee",7861
12109,"St. Johns County, Florida",190039
48275,"Knox County, Texas",3719
21079,"Garrard County, Kentucky",16912
38099,"Walsh County, North Dakota",11119
48131,"Duval County, Texas",11782
36043,"Herkimer County, New York",64519
13291,"Union County, Georgia",21356
21061,"Edmonson County, Kentucky",12161
21065,"Estill County, Kentucky",14672
37057,"Davidson County, North Carolina",162878
13275,"Thomas County, Georgia",44720
28163,"Yazoo County, Mississippi",28065
48001,"Anderson County, Texas",58458
13207,"Monroe County, Georgia",26424
24047,"Worcester County, Maryland",51454
40061,"Haskell County, Oklahoma",12769
48305,"Lynn County, Texas",5915
19175,"Union County, Iowa",12534
18047,"Franklin County, Indiana",23087
26081,"Kent County, Michigan",602622
37093,"Hoke County, North Carolina",46952
21035,"Calloway County, Kentucky",37191
27015,"Brown County, Minnesota",25893
40079,"Le Flore County, Oklahoma",50384
17055,"Franklin County, Illinois",39561
55035,"Eau Claire County, Wisconsin",98736
21121,"Knox County, Kentucky",31883
47089,"Jefferson County, Tennessee",51407
26067,"Ionia County, Michigan",63905
19099,"Jasper County, Iowa",36842
41027,"Hood River County, Oregon",22346
51041,"Chesterfield County, Virginia",316236
1123,"Tallapoosa County, Alabama",41616
55117,"Sheboygan County, Wisconsin",115507
20165,"Rush County, Kansas",3307
21097,"Harrison County, Kentucky",18846
56035,"Sublette County, Wyoming",10247
1005,"Barbour County, Alabama",27457
2130,"Ketchikan Gateway Borough, Alaska",13477
26127,"Oceana County, Michigan",26570
40017,"Canadian County, Oklahoma",115541
6105,"Trinity County, California",13786
29201,"Scott County, Missouri",39191
49019,"Grand County, Utah",9225
45007,"Anderson County, South Carolina",187126
53073,"Whatcom County, Washington",201140
20171,"Scott County, Kansas",4936
39001,"Adams County, Ohio",28550
5095,"Monroe County, Arkansas",8149
12007,"Bradford County, Florida",28520
48457,"Tyler County, Texas",21766
46071,"Jackson County, South Dakota",3031
26083,"Keweenaw County, Michigan",2156
38035,"Grand Forks County, North Dakota",66861
51081,"Greensville County, Virginia",12243
2016,"Aleutians West Census Area, Alaska",5561
2068,"Denali Borough, Alaska",1826
39087,"Lawrence County, Ohio",62450
20047,"Edwards County, Kansas",3037
49045,"Tooele County, Utah",58218
13197,"Marion County, Georgia",8742
37085,"Harnett County, North Carolina",114678
32031,"Washoe County, Nevada",421407
55045,"Green County, Wisconsin",36842
4023,"Santa Cruz County, Arizona",47420
42051,"Fayette County, Pennsylvania",136606
39169,"Wayne County, Ohio",114520
51710,"Norfolk city, Virginia",242803
8039,"Elbert County, Colorado",23086
30025,"Fallon County, Montana",2890
13257,"Stephens County, Georgia",26175
39167,"Washington County, Ohio",61778
36105,"Sullivan County, New York",77547
21239,"Woodford County, Kentucky",24939
53011,"Clark County, Washington",425363
21117,"Kenton County, Kentucky",159720
28029,"Copiah County, Mississippi",29449
1047,"Dallas County, Alabama",43820
17181,"Union County, Illinois",17808
27147,"Steele County, Minnesota",36576
47161,"Stewart County, Tennessee",13324
30063,"Missoula County, Montana",109299
6091,"Sierra County, California",3240
31051,"Dixon County, Nebraska",6000
36109,"Tompkins County, New York",101564
17015,"Carroll County, Illinois",15387
48479,"Webb County, Texas",250304
41001,"Baker County, Oregon",16134
49055,"Wayne County, Utah",2778
36059,"Nassau County, New York",1339532
39151,"Stark County, Ohio",375586
53067,"Thurston County, Washington",252264
2188,"Northwest Arctic Borough, Alaska",7523
49009,"Daggett County, Utah",1059
51079,"Greene County, Virginia",18403
12073,"Leon County, Florida",275487
46027,"Clay County, South Dakota",13864
37079,"Greene County, North Carolina",21362
18045,"Fountain County, Indiana",17240
21129,"Lee County, Kentucky",7887
47163,"Sullivan County, Tennessee",156823
55109,"St. Croix County, Wisconsin",84345
45091,"York County, South Carolina",226073
72119,"R?o Grande Municipio, Puerto Rico",54304
20113,"McPherson County, Kansas",29180
19189,"Winnebago County, Iowa",10866
51065,"Fluvanna County, Virginia",25691
72015,"Arroyo Municipio, Puerto Rico",19575
2195,"Petersburg Census Area, Alaska",3815
20005,"Atchison County, Kansas",16924
72045,"Comer?o Municipio, Puerto Rico",20778
17121,"Marion County, Illinois",39437
48015,"Austin County, Texas",28417
48017,"Bailey County, Texas",7165
2261,"Valdez-Cordova Census Area, Alaska",9636
32011,"Eureka County, Nevada",1987
26105,"Mason County, Michigan",28705
27143,"Sibley County, Minnesota",15226
